Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,,,,NAME,AGE,SALARY,GENDER,DEPARTMENT,POSITION,JOINING DATE,PERFORMANCE SCORE,EMAIL,PHONE NUMBER,
 bob ,40,70000,Female,Sales,Director,1/15/2020,B,,098-765-4321,,,,Bob,40,70000,Female,Sales,Director,1/15/2020,B,,098-765-4321,
 ivy ,40,55000,Female,Finance,Assistant,2/20/2020,C,user@domain.com,555-555-5555,,,,Ivy,40,55000,Female,Finance,Assistant,2/20/2020,C,user@domain.com,555-555-5555,
 charlie ,40,55000,Other,Finance,Manager,2019.12.01,A,,555-555-5555,,,,Charlie,40,55000,Other,Finance,Manager,12/1/2019,A,,555-555-5555,
 alice ,35,50000,Female,Sales,Manager,3/25/2019,F,,123-456-7890,,,,Alice,35,50000,Female,Sales,Manager,3/25/2019,F,,123-456-7890,
 eve ,nan,65000,Other,HR,Director,2/20/2020,C,,098-765-4321,,,,Eve,,65000,Other,HR,Director,2/20/2020,C,,098-765-4321,
 grace ,50,70000,Other,IT,Assistant,1/15/2020,C,email@example.com,nan,,,,Grace,50,70000,Other,IT,Assistant,1/15/2020,C,email@example.com,,
 frank ,35,SIXTY THOUSAND,Other,Finance,Assistant,2/20/2020,F,,123-456-7890,,,,Frank,35,60000,Other,Finance,Assistant,2/20/2020,F,,123-456-7890,
 alice ,25,50000,Female,IT,Analyst,3/25/2019,D,nan,098-765-4321,,,,Alice,25,50000,Female,IT,Analyst,3/25/2019,D,,098-765-4321,
 eve ,40,65000,Male,Marketing,Clerk,1/15/2020,F,nan, ,,,,Eve,40,65000,Male,Marketing,Clerk,1/15/2020,F,,,
 eve ,35,SIXTY THOUSAND,Male,HR,Director,5-Apr-18,F,name@company.org,098-765-4321,,,,Eve,35,60000,Male,HR,Director,4/5/2018,F,name@company.org,098-765-4321,
 frank ,35,55000,Female,Marketing,Clerk,1/15/2020,D,,123-456-7890,,,,Frank,35,55000,Female,Marketing,Clerk,1/15/2020,D,,123-456-7890,
 charlie ,25,55000,Male,Marketing,Clerk,5-Apr-18,D,,555-555-5555,,,,Charlie,25,55000,Male,Marketing,Clerk,4/5/2018,D,,555-555-5555,
 eve ,thirty,SIXTY THOUSAND,Male,Marketing,Director,1/15/2020,D,user@domain.com,nan,,,,Eve,30,60000,Male,Marketing,Director,1/15/2020,D,user@domain.com,,
 grace ,nan,50000,Other,HR,Assistant,3/25/2019,D,email@example.com, ,,,,Grace,,50000,Other,HR,Assistant,3/25/2019,D,email@example.com,,
 eve ,50,55000,Other,HR,Director,3/25/2019,D,name@company.org,098-765-4321,,,,Eve,50,55000,Other,HR,Director,3/25/2019,D,name@company.org,098-765-4321,
 eve ,thirty,70000,Female,Sales,Clerk,1/15/2020,F,,123-456-7890,,,,Eve,30,70000,Female,Sales,Clerk,1/15/2020,F,,123-456-7890,
 eve ,40, NAN ,Female,IT,Assistant,2/20/2020,B,user@domain.com,123-456-7890,,,,Eve,40,  ,Female,IT,Assistant,2/20/2020,B,user@domain.com,123-456-7890,
 jack ,35,SIXTY THOUSAND,Male,IT,Manager,3/25/2019,B,email@example.com,nan,,,,Jack,35,60000,Male,IT,Manager,3/25/2019,B,email@example.com,,
 jack ,25,SIXTY THOUSAND,Other,Sales,Director,5-Apr-18,A,name@company.org,123-456-7890,,,,Jack,25,60000,Other,Sales,Director,4/5/2018,A,name@company.org,123-456-7890,
 charlie ,25,55000,Female,Sales,Director,5-Apr-18,B,name@company.org,123-456-7890,,,,Charlie,25,55000,Female,Sales,Director,4/5/2018,B,name@company.org,123-456-7890,
 alice ,nan,50000,Female,Marketing,Assistant,2019.12.01,B,,nan,,,,Alice,,50000,Female,Marketing,Assistant,12/1/2019,B,,,
 eve ,thirty,70000,Female,Sales,Manager,5-Apr-18,F,name@company.org, ,,,,Eve,30,70000,Female,Sales,Manager,4/5/2018,F,name@company.org,,
 ivy ,nan,50000,Female,Finance,Manager,2019.12.01,D,user@domain.com,555-555-5555,,,,Ivy,,50000,Female,Finance,Manager,12/1/2019,D,user@domain.com,555-555-5555,
 alice ,35,65000,Female,IT,Assistant,1/15/2020,D,name@company.org,555-555-5555,,,,Alice,35,65000,Female,IT,Assistant,1/15/2020,D,name@company.org,555-555-5555,
 charlie ,nan,65000,Female,Sales,Analyst,1/15/2020,F,nan,098-765-4321,,,,Charlie,,65000,Female,Sales,Analyst,1/15/2020,F,,098-765-4321,
 david ,50, NAN ,Male,Finance,Director,1/15/2020,B,user@domain.com, ,,,,David,50,  ,Male,Finance,Director,1/15/2020,B,user@domain.com,,
 alice ,25,55000,Other,Finance,Director,2/20/2020,F,email@example.com,098-765-4321,,,,Alice,25,55000,Other,Finance,Director,2/20/2020,F,email@example.com,098-765-4321,
 alice ,25,55000,Other,Finance,Clerk,2/20/2020,A,email@example.com,555-555-5555,,,,Alice,25,55000,Other,Finance,Clerk,2/20/2020,A,email@example.com,555-555-5555,
 hannah ,40,55000,Female,Finance,Assistant,2019.12.01,D,,nan,,,,Hannah,40,55000,Female,Finance,Assistant,12/1/2019,D,,,
 bob ,40, NAN ,Other,Marketing,Clerk,5-Apr-18,C,,123-456-7890,,,,Bob,40,  ,Other,Marketing,Clerk,4/5/2018,C,,123-456-7890,
 hannah ,35,65000,Other,Finance,Clerk,5-Apr-18,A,nan,555-555-5555,,,,Hannah,35,65000,Other,Finance,Clerk,4/5/2018,A,,555-555-5555,
 grace ,50,50000,Other,Marketing,Manager,1/15/2020,A,email@example.com, ,,,,Grace,50,50000,Other,Marketing,Manager,1/15/2020,A,email@example.com,,
 jack ,thirty, NAN ,Female,Marketing,Director,3/25/2019,F,email@example.com,555-555-5555,,,,Jack,30,  ,Female,Marketing,Director,3/25/2019,F,email@example.com,555-555-5555,
 jack ,nan, NAN ,Female,Finance,Clerk,2/20/2020,B,email@example.com, ,,,,Jack,,  ,Female,Finance,Clerk,2/20/2020,B,email@example.com,,
 bob ,35,50000,Other,IT,Manager,2/20/2020,D,email@example.com, ,,,,Bob,35,50000,Other,IT,Manager,2/20/2020,D,email@example.com,,
 frank ,40,55000,Other,Finance,Assistant,1/15/2020,C,name@company.org, ,,,,Frank,40,55000,Other,Finance,Assistant,1/15/2020,C,name@company.org,,
 frank ,nan,70000,Female,Finance,Clerk,2/20/2020,A,user@domain.com,098-765-4321,,,,Frank,,70000,Female,Finance,Clerk,2/20/2020,A,user@domain.com,098-765-4321,
 charlie ,40,50000,Male,Finance,Director,1/15/2020,C,user@domain.com,nan,,,,Charlie,40,50000,Male,Finance,Director,1/15/2020,C,user@domain.com,,
 bob ,nan,65000,Other,IT,Clerk,2019.12.01,B,nan,555-555-5555,,,,Bob,,65000,Other,IT,Clerk,12/1/2019,B,,555-555-5555,
 alice ,thirty,SIXTY THOUSAND,Male,HR,Assistant,5-Apr-18,B,name@company.org,nan,,,,Alice,30,60000,Male,HR,Assistant,4/5/2018,B,name@company.org,,
 frank ,35,SIXTY THOUSAND,Other,HR,Clerk,3/25/2019,C,email@example.com,123-456-7890,,,,Frank,35,60000,Other,HR,Clerk,3/25/2019,C,email@example.com,123-456-7890,
 eve ,nan, NAN ,Male,Marketing,Director,5-Apr-18,D,email@example.com,555-555-5555,,,,Eve,,  ,Male,Marketing,Director,4/5/2018,D,email@example.com,555-555-5555,
 ivy ,50,SIXTY THOUSAND,Male,Marketing,Manager,5-Apr-18,B,,nan,,,,Ivy,50,60000,Male,Marketing,Manager,4/5/2018,B,,,
 alice ,25,70000,Male,IT,Director,2019.12.01,C,,nan,,,,Alice,25,70000,Male,IT,Director,12/1/2019,C,,,
 grace ,50,55000,Female,Sales,Manager,2/20/2020,A,nan,123-456-7890,,,,Grace,50,55000,Female,Sales,Manager,2/20/2020,A,,123-456-7890,
 eve ,50,65000,Male,HR,Analyst,3/25/2019,C,email@example.com, ,,,,Eve,50,65000,Male,HR,Analyst,3/25/2019,C,email@example.com,,
 eve ,25,70000,Male,Marketing,Director,2/20/2020,C,nan,555-555-5555,,,,Eve,25,70000,Male,Marketing,Director,2/20/2020,C,,555-555-5555,
 bob ,50,65000,Male,HR,Director,5-Apr-18,F,name@company.org,555-555-5555,,,,Bob,50,65000,Male,HR,Director,4/5/2018,F,name@company.org,555-555-5555,
 charlie ,nan,65000,Other,IT,Assistant,1/15/2020,B,user@domain.com,123-456-7890,,,,Charlie,,65000,Other,IT,Assistant,1/15/2020,B,user@domain.com,123-456-7890,
 grace ,nan,55000,Male,IT,Clerk,5-Apr-18,D,email@example.com, ,,,,Grace,,55000,Male,IT,Clerk,4/5/2018,D,email@example.com,,
 frank ,nan, NAN ,Other,Sales,Manager,2/20/2020,D,name@company.org,555-555-5555,,,,Frank,,  ,Other,Sales,Manager,2/20/2020,D,name@company.org,555-555-5555,
 bob ,25,SIXTY THOUSAND,Male,Sales,Manager,5-Apr-18,F,email@example.com,555-555-5555,,,,Bob,25,60000,Male,Sales,Manager,4/5/2018,F,email@example.com,555-555-5555,
 frank ,50,55000,Male,IT,Assistant,1/15/2020,D,,555-555-5555,,,,Frank,50,55000,Male,IT,Assistant,1/15/2020,D,,555-555-5555,
 bob ,25,70000,Female,Marketing,Assistant,2019.12.01,C,nan, ,,,,Bob,25,70000,Female,Marketing,Assistant,12/1/2019,C,,,
 bob ,nan, NAN ,Other,HR,Clerk,2/20/2020,F,,123-456-7890,,,,Bob,,  ,Other,HR,Clerk,2/20/2020,F,,123-456-7890,
 bob ,50,70000,Male,Finance,Clerk,5-Apr-18,A,user@domain.com,555-555-5555,,,,Bob,50,70000,Male,Finance,Clerk,4/5/2018,A,user@domain.com,555-555-5555,
 charlie ,50, NAN ,Other,Sales,Director,2/20/2020,B,,nan,,,,Charlie,50,  ,Other,Sales,Director,2/20/2020,B,,,
 bob ,40,70000,Other,Finance,Analyst,2019.12.01,B,email@example.com, ,,,,Bob,40,70000,Other,Finance,Analyst,12/1/2019,B,email@example.com,,
 david ,40,55000,Female,Marketing,Clerk,5-Apr-18,B,,098-765-4321,,,,David,40,55000,Female,Marketing,Clerk,4/5/2018,B,,098-765-4321,
 ivy ,thirty, NAN ,Female,Sales,Assistant,5-Apr-18,C,email@example.com,123-456-7890,,,,Ivy,30,  ,Female,Sales,Assistant,4/5/2018,C,email@example.com,123-456-7890,
 frank ,35, NAN ,Female,Finance,Clerk,2/20/2020,A,user@domain.com,nan,,,,Frank,35,  ,Female,Finance,Clerk,2/20/2020,A,user@domain.com,,
 alice ,40,65000,Female,Marketing,Manager,2/20/2020,F,,555-555-5555,,,,Alice,40,65000,Female,Marketing,Manager,2/20/2020,F,,555-555-5555,
 hannah ,25,65000,Female,HR,Analyst,1/15/2020,F,nan,098-765-4321,,,,Hannah,25,65000,Female,HR,Analyst,1/15/2020,F,,098-765-4321,
 grace ,40,50000,Female,Marketing,Director,2019.12.01,B,nan,123-456-7890,,,,Grace,40,50000,Female,Marketing,Director,12/1/2019,B,,123-456-7890,
 jack ,thirty,70000,Female,Sales,Manager,1/15/2020,A,nan, ,,,,Jack,30,70000,Female,Sales,Manager,1/15/2020,A,,,
 charlie ,50,65000,Female,IT,Manager,5-Apr-18,A,,098-765-4321,,,,Charlie,50,65000,Female,IT,Manager,4/5/2018,A,,098-765-4321,
 alice ,thirty,50000,Male,HR,Analyst,2/20/2020,A,,098-765-4321,,,,Alice,30,50000,Male,HR,Analyst,2/20/2020,A,,098-765-4321,
 eve ,50,65000,Other,Finance,Director,5-Apr-18,D,,nan,,,,Eve,50,65000,Other,Finance,Director,4/5/2018,D,,,
 david ,50,70000,Female,Sales,Assistant,5-Apr-18,D,email@example.com,123-456-7890,,,,David,50,70000,Female,Sales,Assistant,4/5/2018,D,email@example.com,123-456-7890,
 jack ,35, NAN ,Female,IT,Director,3/25/2019,B,user@domain.com,nan,,,,Jack,35,  ,Female,IT,Director,3/25/2019,B,user@domain.com,,
 hannah ,40,SIXTY THOUSAND,Other,Marketing,Clerk,3/25/2019,A,nan,nan,,,,Hannah,40,60000,Other,Marketing,Clerk,3/25/2019,A,,,
 alice ,25,70000,Male,IT,Manager,5-Apr-18,A,email@example.com,555-555-5555,,,,Alice,25,70000,Male,IT,Manager,4/5/2018,A,email@example.com,555-555-5555,
 jack ,25,55000,Other,Sales,Clerk,2/20/2020,F,nan, ,,,,Jack,25,55000,Other,Sales,Clerk,2/20/2020,F,,,
 alice ,nan,65000,Other,Sales,Assistant,5-Apr-18,F,email@example.com,098-765-4321,,,,Alice,,65000,Other,Sales,Assistant,4/5/2018,F,email@example.com,098-765-4321,
 david ,50,65000,Female,IT,Clerk,3/25/2019,B,,123-456-7890,,,,David,50,65000,Female,IT,Clerk,3/25/2019,B,,123-456-7890,
 hannah ,25, NAN ,Other,Marketing,Director,2/20/2020,A,nan, ,,,,Hannah,25,  ,Other,Marketing,Director,2/20/2020,A,,,
 eve ,35,55000,Other,IT,Clerk,5-Apr-18,B,, ,,,,Eve,35,55000,Other,IT,Clerk,4/5/2018,B,,,
 bob ,50, NAN ,Female,Sales,Assistant,2019.12.01,F,nan,123-456-7890,,,,Bob,50,  ,Female,Sales,Assistant,12/1/2019,F,,123-456-7890,
 frank ,35,55000,Female,Sales,Assistant,2019.12.01,F,name@company.org, ,,,,Frank,35,55000,Female,Sales,Assistant,12/1/2019,F,name@company.org,,
 eve ,25,SIXTY THOUSAND,Female,Finance,Assistant,5-Apr-18,D,email@example.com,555-555-5555,,,,Eve,25,60000,Female,Finance,Assistant,4/5/2018,D,email@example.com,555-555-5555,
 bob ,25,65000,Female,Finance,Director,2/20/2020,B,name@company.org, ,,,,Bob,25,65000,Female,Finance,Director,2/20/2020,B,name@company.org,,
 charlie ,nan,65000,Other,HR,Assistant,5-Apr-18,B,email@example.com,555-555-5555,,,,Charlie,,65000,Other,HR,Assistant,4/5/2018,B,email@example.com,555-555-5555,
 ivy ,25,SIXTY THOUSAND,Other,Sales,Manager,5-Apr-18,A,user@domain.com,098-765-4321,,,,Ivy,25,60000,Other,Sales,Manager,4/5/2018,A,user@domain.com,098-765-4321,
 grace ,50,50000,Male,Finance,Assistant,3/25/2019,A,nan,098-765-4321,,,,Grace,50,50000,Male,Finance,Assistant,3/25/2019,A,,098-765-4321,
 grace ,50, NAN ,Male,IT,Clerk,2019.12.01,D,user@domain.com,nan,,,,Grace,50,  ,Male,IT,Clerk,12/1/2019,D,user@domain.com,,
 frank ,50,SIXTY THOUSAND,Other,Marketing,Clerk,3/25/2019,C,user@domain.com,555-555-5555,,,,Frank,50,60000,Other,Marketing,Clerk,3/25/2019,C,user@domain.com,555-555-5555,
 hannah ,nan, NAN ,Male,IT,Clerk,3/25/2019,C,email@example.com,098-765-4321,,,,Hannah,,  ,Male,IT,Clerk,3/25/2019,C,email@example.com,098-765-4321,
 david ,nan,70000,Other,Marketing,Director,5-Apr-18,C,name@company.org, ,,,,David,,70000,Other,Marketing,Director,4/5/2018,C,name@company.org,,
 hannah ,25,65000,Male,Finance,Clerk,3/25/2019,B,,123-456-7890,,,,Hannah,25,65000,Male,Finance,Clerk,3/25/2019,B,,123-456-7890,
 david ,thirty, NAN ,Female,HR,Director,2019.12.01,B,email@example.com,123-456-7890,,,,David,30,  ,Female,HR,Director,12/1/2019,B,email@example.com,123-456-7890,
 hannah ,thirty,55000,Male,IT,Director,3/25/2019,F,,555-555-5555,,,,Hannah,30,55000,Male,IT,Director,3/25/2019,F,,555-555-5555,
 ivy ,nan, NAN ,Female,IT,Assistant,2019.12.01,B,user@domain.com,nan,,,,Ivy,,  ,Female,IT,Assistant,12/1/2019,B,user@domain.com,,
 charlie ,25,70000,Female,IT,Manager,3/25/2019,B,, ,,,,Charlie,25,70000,Female,IT,Manager,3/25/2019,B,,,
 charlie ,thirty,65000,Female,Marketing,Assistant,2019.12.01,B,name@company.org,555-555-5555,,,,Charlie,30,65000,Female,Marketing,Assistant,12/1/2019,B,name@company.org,555-555-5555,
 bob ,25,SIXTY THOUSAND,Female,Finance,Assistant,3/25/2019,D,email@example.com,123-456-7890,,,,Bob,25,60000,Female,Finance,Assistant,3/25/2019,D,email@example.com,123-456-7890,
 jack ,25,70000,Male,IT,Director,3/25/2019,B,name@company.org,555-555-5555,,,,Jack,25,70000,Male,IT,Director,3/25/2019,B,name@company.org,555-555-5555,
 charlie ,25,65000,Other,IT,Director,2/20/2020,A,name@company.org, ,,,,Charlie,25,65000,Other,IT,Director,2/20/2020,A,name@company.org,,
 charlie ,40, NAN ,Female,HR,Clerk,2019.12.01,A,email@example.com,098-765-4321,,,,Charlie,40,  ,Female,HR,Clerk,12/1/2019,A,email@example.com,098-765-4321,
 eve ,50,50000,Male,HR,Clerk,2019.12.01,F,name@company.org, ,,,,Eve,50,50000,Male,HR,Clerk,12/1/2019,F,name@company.org,,
 eve ,25,50000,Female,Finance,Assistant,2019.12.01,D,nan,098-765-4321,,,,Eve,25,50000,Female,Finance,Assistant,12/1/2019,D,,098-765-4321,
 bob ,40,55000,Male,Finance,Analyst,1/15/2020,A,nan,098-765-4321,,,,Bob,40,55000,Male,Finance,Analyst,1/15/2020,A,,098-765-4321,
 jack ,nan,65000,Male,Sales,Analyst,3/25/2019,D,nan,098-765-4321,,,,Jack,,65000,Male,Sales,Analyst,3/25/2019,D,,098-765-4321,
 frank ,thirty,50000,Male,HR,Clerk,2019.12.01,D,,555-555-5555,,,,Frank,30,50000,Male,HR,Clerk,12/1/2019,D,,555-555-5555,
 eve ,50,SIXTY THOUSAND,Other,Sales,Analyst,1/15/2020,F,name@company.org,123-456-7890,,,,Eve,50,60000,Other,Sales,Analyst,1/15/2020,F,name@company.org,123-456-7890,
 frank ,thirty,65000,Male,Marketing,Clerk,2/20/2020,D,email@example.com,555-555-5555,,,,Frank,30,65000,Male,Marketing,Clerk,2/20/2020,D,email@example.com,555-555-5555,
 alice ,50,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,email@example.com,123-456-7890,,,,Alice,50,60000,Male,Sales,Director,12/1/2019,B,email@example.com,123-456-7890,
 eve ,thirty,SIXTY THOUSAND,Other,IT,Assistant,2019.12.01,D,, ,,,,Eve,30,60000,Other,IT,Assistant,12/1/2019,D,,,
 ivy ,50,50000,Other,Sales,Manager,1/15/2020,F,email@example.com,nan,,,,Ivy,50,50000,Other,Sales,Manager,1/15/2020,F,email@example.com,,
 jack ,thirty,65000,Male,Finance,Assistant,3/25/2019,F,nan, ,,,,Jack,30,65000,Male,Finance,Assistant,3/25/2019,F,,,
 bob ,thirty, NAN ,Other,Marketing,Clerk,2/20/2020,F,name@company.org,555-555-5555,,,,Bob,30,  ,Other,Marketing,Clerk,2/20/2020,F,name@company.org,555-555-5555,
 alice ,thirty,70000,Female,IT,Clerk,2019.12.01,A,email@example.com,555-555-5555,,,,Alice,30,70000,Female,IT,Clerk,12/1/2019,A,email@example.com,555-555-5555,
 jack ,thirty,50000,Female,Sales,Assistant,3/25/2019,B,email@example.com,123-456-7890,,,,Jack,30,50000,Female,Sales,Assistant,3/25/2019,B,email@example.com,123-456-7890,
 ivy ,nan,50000,Other,Marketing,Clerk,2/20/2020,A,user@domain.com,555-555-5555,,,,Ivy,,50000,Other,Marketing,Clerk,2/20/2020,A,user@domain.com,555-555-5555,
 jack ,25, NAN ,Other,Marketing,Analyst,5-Apr-18,C,user@domain.com,098-765-4321,,,,Jack,25,  ,Other,Marketing,Analyst,4/5/2018,C,user@domain.com,098-765-4321,
 ivy ,35,65000,Male,IT,Analyst,5-Apr-18,B,user@domain.com,555-555-5555,,,,Ivy,35,65000,Male,IT,Analyst,4/5/2018,B,user@domain.com,555-555-5555,
 ivy ,40,65000,Other,Sales,Clerk,2/20/2020,D,name@company.org,123-456-7890,,,,Ivy,40,65000,Other,Sales,Clerk,2/20/2020,D,name@company.org,123-456-7890,
 frank ,35,SIXTY THOUSAND,Male,Marketing,Clerk,1/15/2020,F,nan,123-456-7890,,,,Frank,35,60000,Male,Marketing,Clerk,1/15/2020,F,,123-456-7890,
 hannah ,35, NAN ,Female,Marketing,Analyst,2/20/2020,C,nan,098-765-4321,,,,Hannah,35,  ,Female,Marketing,Analyst,2/20/2020,C,,098-765-4321,
 alice ,50, NAN ,Other,HR,Clerk,2/20/2020,B,nan,123-456-7890,,,,Alice,50,  ,Other,HR,Clerk,2/20/2020,B,,123-456-7890,
 jack ,25,65000,Male,Marketing,Clerk,1/15/2020,A,name@company.org,nan,,,,Jack,25,65000,Male,Marketing,Clerk,1/15/2020,A,name@company.org,,
 david ,50,SIXTY THOUSAND,Male,HR,Assistant,1/15/2020,F,name@company.org, ,,,,David,50,60000,Male,HR,Assistant,1/15/2020,F,name@company.org,,
 alice ,25,50000,Female,Sales,Manager,3/25/2019,A,user@domain.com,555-555-5555,,,,Alice,25,50000,Female,Sales,Manager,3/25/2019,A,user@domain.com,555-555-5555,
 hannah ,25,55000,Other,Sales,Analyst,3/25/2019,B,email@example.com,nan,,,,Hannah,25,55000,Other,Sales,Analyst,3/25/2019,B,email@example.com,,
 alice ,thirty,70000,Female,Sales,Assistant,1/15/2020,B,,555-555-5555,,,,Alice,30,70000,Female,Sales,Assistant,1/15/2020,B,,555-555-5555,
 charlie ,nan,50000,Male,Finance,Manager,5-Apr-18,C,,nan,,,,Charlie,,50000,Male,Finance,Manager,4/5/2018,C,,,
 david ,thirty,65000,Male,Sales,Clerk,5-Apr-18,D,email@example.com,555-555-5555,,,,David,30,65000,Male,Sales,Clerk,4/5/2018,D,email@example.com,555-555-5555,
 hannah ,nan,70000,Other,Marketing,Clerk,2/20/2020,A,user@domain.com,098-765-4321,,,,Hannah,,70000,Other,Marketing,Clerk,2/20/2020,A,user@domain.com,098-765-4321,
 frank ,50,55000,Male,IT,Assistant,2019.12.01,C,email@example.com,123-456-7890,,,,Frank,50,55000,Male,IT,Assistant,12/1/2019,C,email@example.com,123-456-7890,
 jack ,nan,55000,Other,HR,Clerk,2/20/2020,F,email@example.com,123-456-7890,,,,Jack,,55000,Other,HR,Clerk,2/20/2020,F,email@example.com,123-456-7890,
 grace ,50,SIXTY THOUSAND,Female,Finance,Director,2/20/2020,D,,098-765-4321,,,,Grace,50,60000,Female,Finance,Director,2/20/2020,D,,098-765-4321,
 hannah ,35,70000,Other,Sales,Assistant,2019.12.01,C,user@domain.com,nan,,,,Hannah,35,70000,Other,Sales,Assistant,12/1/2019,C,user@domain.com,,
 bob ,35,SIXTY THOUSAND,Other,Sales,Manager,1/15/2020,A,name@company.org, ,,,,Bob,35,60000,Other,Sales,Manager,1/15/2020,A,name@company.org,,
 jack ,nan,50000,Male,IT,Assistant,5-Apr-18,B,,nan,,,,Jack,,50000,Male,IT,Assistant,4/5/2018,B,,,
 hannah ,nan, NAN ,Male,IT,Analyst,2/20/2020,F,name@company.org,123-456-7890,,,,Hannah,,  ,Male,IT,Analyst,2/20/2020,F,name@company.org,123-456-7890,
 charlie ,50, NAN ,Other,Finance,Assistant,2019.12.01,A,user@domain.com, ,,,,Charlie,50,  ,Other,Finance,Assistant,12/1/2019,A,user@domain.com,,
 grace ,thirty, NAN ,Male,HR,Clerk,3/25/2019,D,email@example.com,555-555-5555,,,,Grace,30,  ,Male,HR,Clerk,3/25/2019,D,email@example.com,555-555-5555,
 charlie ,50,70000,Male,Sales,Clerk,2/20/2020,D,nan, ,,,,Charlie,50,70000,Male,Sales,Clerk,2/20/2020,D,,,
 grace ,thirty, NAN ,Male,Finance,Director,5-Apr-18,B,nan,nan,,,,Grace,30,  ,Male,Finance,Director,4/5/2018,B,,,
 bob ,35,50000,Other,Marketing,Director,1/15/2020,B,user@domain.com,098-765-4321,,,,Bob,35,50000,Other,Marketing,Director,1/15/2020,B,user@domain.com,098-765-4321,
 jack ,25,SIXTY THOUSAND,Male,Marketing,Director,2/20/2020,F,nan,555-555-5555,,,,Jack,25,60000,Male,Marketing,Director,2/20/2020,F,,555-555-5555,
 frank ,nan,70000,Other,Finance,Manager,2/20/2020,F,name@company.org,nan,,,,Frank,,70000,Other,Finance,Manager,2/20/2020,F,name@company.org,,
 charlie ,thirty,SIXTY THOUSAND,Male,Sales,Director,2019.12.01,B,nan,555-555-5555,,,,Charlie,30,60000,Male,Sales,Director,12/1/2019,B,,555-555-5555,
 charlie ,50,70000,Female,Finance,Manager,3/25/2019,B,user@domain.com, ,,,,Charlie,50,70000,Female,Finance,Manager,3/25/2019,B,user@domain.com,,
 ivy ,35,SIXTY THOUSAND,Male,Sales,Director,3/25/2019,D,user@domain.com,123-456-7890,,,,Ivy,35,60000,Male,Sales,Director,3/25/2019,D,user@domain.com,123-456-7890,
 grace ,thirty,55000,Male,IT,Manager,1/15/2020,B,name@company.org,nan,,,,Grace,30,55000,Male,IT,Manager,1/15/2020,B,name@company.org,,
 eve ,50,SIXTY THOUSAND,Other,Finance,Assistant,5-Apr-18,C,nan,098-765-4321,,,,Eve,50,60000,Other,Finance,Assistant,4/5/2018,C,,098-765-4321,
 jack ,nan, NAN ,Other,Sales,Assistant,1/15/2020,A,nan, ,,,,Jack,,  ,Other,Sales,Assistant,1/15/2020,A,,,
 grace ,nan,55000,Male,Finance,Clerk,2/20/2020,B,email@example.com,nan,,,,Grace,,55000,Male,Finance,Clerk,2/20/2020,B,email@example.com,,
 ivy ,40,SIXTY THOUSAND,Female,Finance,Manager,2/20/2020,F,,098-765-4321,,,,Ivy,40,60000,Female,Finance,Manager,2/20/2020,F,,098-765-4321,
 alice ,25,70000,Male,Sales,Analyst,3/25/2019,C,user@domain.com,nan,,,,Alice,25,70000,Male,Sales,Analyst,3/25/2019,C,user@domain.com,,
 grace ,40,70000,Male,Sales,Clerk,5-Apr-18,F,email@example.com, ,,,,Grace,40,70000,Male,Sales,Clerk,4/5/2018,F,email@example.com,,
 frank ,35,70000,Female,HR,Assistant,2019.12.01,C,user@domain.com,nan,,,,Frank,35,70000,Female,HR,Assistant,12/1/2019,C,user@domain.com,,
 jack ,thirty,65000,Other,Finance,Manager,5-Apr-18,B,email@example.com,555-555-5555,,,,Jack,30,65000,Other,Finance,Manager,4/5/2018,B,email@example.com,555-555-5555,
 ivy ,35,50000,Male,Marketing,Director,2/20/2020,A,, ,,,,Ivy,35,50000,Male,Marketing,Director,2/20/2020,A,,,
 alice ,50,70000,Other,Finance,Analyst,2019.12.01,F,email@example.com,nan,,,,Alice,50,70000,Other,Finance,Analyst,12/1/2019,F,email@example.com,,
 david ,nan,55000,Other,Finance,Assistant,5-Apr-18,C,user@domain.com,123-456-7890,,,,David,,55000,Other,Finance,Assistant,4/5/2018,C,user@domain.com,123-456-7890,
 ivy ,40,70000,Female,Sales,Clerk,5-Apr-18,D,nan,nan,,,,Ivy,40,70000,Female,Sales,Clerk,4/5/2018,D,,,
 david ,40,65000,Female,Finance,Manager,2019.12.01,B,user@domain.com,555-555-5555,,,,David,40,65000,Female,Finance,Manager,12/1/2019,B,user@domain.com,555-555-5555,
 jack ,40, NAN ,Other,Finance,Analyst,2/20/2020,A,name@company.org,098-765-4321,,,,Jack,40,  ,Other,Finance,Analyst,2/20/2020,A,name@company.org,098-765-4321,
 charlie ,35,55000,Male,Marketing,Manager,5-Apr-18,B,name@company.org,098-765-4321,,,,Charlie,35,55000,Male,Marketing,Manager,4/5/2018,B,name@company.org,098-765-4321,
 ivy ,nan,65000,Other,Sales,Director,2019.12.01,D,name@company.org,098-765-4321,,,,Ivy,,65000,Other,Sales,Director,12/1/2019,D,name@company.org,098-765-4321,
 bob ,thirty, NAN ,Male,Finance,Clerk,2/20/2020,A,name@company.org,123-456-7890,,,,Bob,30,  ,Male,Finance,Clerk,2/20/2020,A,name@company.org,123-456-7890,
 david ,50,55000,Male,IT,Manager,2019.12.01,D,,555-555-5555,,,,David,50,55000,Male,IT,Manager,12/1/2019,D,,555-555-5555,
